time,cloud_cover (%),wind_speed_100m (km/h)
2023-05-08T08:00,34,15.8
2023-05-08T09:00,30,18.7
2023-05-08T10:00,74,26.6
2023-05-08T11:00,53,24.3
2023-05-08T12:00,90,23.2
2023-05-08T13:00,99,24.5
2023-05-08T14:00,90,27.2
2023-05-08T15:00,98,29.2
2023-05-08T16:00,94,25.8
2023-05-08T17:00,100,29
2023-05-08T18:00,49,24.4
2023-05-08T19:00,100,26.9
2023-05-08T20:00,97,28.6
2023-05-08T21:00,92,31.1
2023-05-08T22:00,94,29.6
2023-05-08T23:00,100,28.6
2023-05-09T00:00,100,29.3
2023-05-09T01:00,100,28.2
2023-05-09T02:00,100,25.5
2023-05-09T03:00,100,21.4
2023-05-09T04:00,100,17.4
2023-05-09T05:00,100,11.8
2023-05-09T06:00,100,8
2023-05-09T07:00,100,11.3
2023-05-09T08:00,100,15.5
2023-05-09T09:00,58,16.9
2023-05-09T10:00,80,14.3
2023-05-09T11:00,100,14.5
2023-05-09T12:00,100,14
2023-05-09T13:00,100,15.5
2023-05-09T14:00,100,7.4
2023-05-09T15:00,100,7.9
2023-05-09T16:00,100,11.2
2023-05-09T17:00,100,6.1
2023-05-09T18:00,100,15.1
2023-05-09T19:00,100,11.9
2023-05-09T20:00,90,9
2023-05-09T21:00,38,15.2
2023-05-09T22:00,40,19.5
2023-05-09T23:00,74,19.1
2023-05-10T00:00,57,20
2023-05-10T01:00,38,20.2
2023-05-10T02:00,32,19.4
2023-05-10T03:00,98,19.1
2023-05-10T04:00,99,20.1
2023-05-10T05:00,79,22.4
2023-05-10T06:00,72,21.7
2023-05-10T07:00,41,19.2
2023-05-10T08:00,100,16.8
2023-05-10T09:00,100,14.6
2023-05-10T10:00,26,11.8
2023-05-10T11:00,34,9.7
2023-05-10T12:00,100,7.4
2023-05-10T13:00,79,7.6
2023-05-10T14:00,40,8.6
2023-05-10T15:00,86,4.7
2023-05-10T16:00,62,10.4
2023-05-10T17:00,66,13
2023-05-10T18:00,8,1.5
2023-05-10T19:00,26,7.6
2023-05-10T20:00,26,7.9
2023-05-10T21:00,7,9.5
2023-05-10T22:00,43,8.1
2023-05-10T23:00,25,12.8
2023-05-11T00:00,35,16.2
2023-05-11T01:00,20,15.5
2023-05-11T02:00,19,15
2023-05-11T03:00,45,10.3
2023-05-11T04:00,100,8.4
2023-05-11T05:00,80,11.7
2023-05-11T06:00,60,11.6
2023-05-11T07:00,43,9.4
2023-05-11T08:00,66,6.1
2023-05-11T09:00,81,5.5
2023-05-11T10:00,100,5.1
2023-05-11T11:00,100,6.9
2023-05-11T12:00,77,20.8
2023-05-11T13:00,100,5.1
2023-05-11T14:00,42,9.5
2023-05-11T15:00,14,8.5
2023-05-11T16:00,57,15.6
2023-05-11T17:00,47,17.1
2023-05-11T18:00,99,16.6
2023-05-11T19:00,93,16.3
2023-05-11T20:00,100,17.1
2023-05-11T21:00,100,19.2
2023-05-11T22:00,100,18.9
2023-05-11T23:00,100,21.3
2023-05-12T00:00,100,21.3
2023-05-12T01:00,100,24.6
2023-05-12T02:00,100,25.3
2023-05-12T03:00,100,25.5
2023-05-12T04:00,100,27.7
2023-05-12T05:00,100,28.6
2023-05-12T06:00,100,31.4
2023-05-12T07:00,100,35.7
2023-05-12T08:00,100,38.1
2023-05-12T09:00,100,33
2023-05-12T10:00,100,30.3
2023-05-12T11:00,100,33.8
2023-05-12T12:00,100,41.1
2023-05-12T13:00,100,44.8
2023-05-12T14:00,100,42.5
2023-05-12T15:00,100,38.6
2023-05-12T16:00,100,37.4
2023-05-12T17:00,91,37.9
2023-05-12T18:00,95,38.7
2023-05-12T19:00,100,34.5
2023-05-12T20:00,96,33.6
2023-05-12T21:00,92,34.1
2023-05-12T22:00,88,33.5
2023-05-12T23:00,88,33.8
2023-05-13T00:00,90,31
2023-05-13T01:00,91,30.8
2023-05-13T02:00,90,30.8
2023-05-13T03:00,100,30.5
2023-05-13T04:00,100,29.4
2023-05-13T05:00,100,28.3
2023-05-13T06:00,100,30.9
2023-05-13T07:00,100,30.9
2023-05-13T08:00,100,28.2
2023-05-13T09:00,100,27.6
2023-05-13T10:00,100,27
2023-05-13T11:00,90,26
2023-05-13T12:00,91,25.4
2023-05-13T13:00,90,24.6
2023-05-13T14:00,90,25
2023-05-13T15:00,90,25.4
2023-05-13T16:00,92,23.9
2023-05-13T17:00,90,22.5
2023-05-13T18:00,91,23.3
2023-05-13T19:00,100,23.3
2023-05-13T20:00,91,21.7
2023-05-13T21:00,91,20.4
2023-05-13T22:00,90,17.6
2023-05-13T23:00,91,13.4
2023-05-14T00:00,100,10.2
2023-05-14T01:00,90,12.9
2023-05-14T02:00,100,12.4
2023-05-14T03:00,100,13.8
2023-05-14T04:00,94,10.4
2023-05-14T05:00,100,10.1
2023-05-14T06:00,100,8.7
2023-05-14T07:00,100,7.2
2023-05-14T08:00,100,4.8
2023-05-14T09:00,100,3.6
2023-05-14T10:00,100,5.6
2023-05-14T11:00,100,6.5
2023-05-14T12:00,90,5.3
2023-05-14T13:00,92,8.8
2023-05-14T14:00,73,14.1
2023-05-14T15:00,40,14.4
2023-05-14T16:00,42,12.6
2023-05-14T17:00,38,8.4
2023-05-14T18:00,41,3.7
2023-05-14T19:00,66,6
2023-05-14T20:00,80,8.7
2023-05-14T21:00,65,8.3
2023-05-14T22:00,63,10.2
2023-05-14T23:00,65,15.1
2023-05-15T00:00,95,18.4
2023-05-15T01:00,100,18.7
2023-05-15T02:00,78,25.9
2023-05-15T03:00,95,24.8
2023-05-15T04:00,41,26.9
2023-05-15T05:00,100,30.6
2023-05-15T06:00,100,30.5
2023-05-15T07:00,56,30.7
2023-05-15T08:00,100,38
2023-05-15T09:00,100,38.3
2023-05-15T10:00,100,37.1
2023-05-15T11:00,92,37.6
2023-05-15T12:00,75,40.3
2023-05-15T13:00,51,37.5
2023-05-15T14:00,16,34.9
2023-05-15T15:00,30,35.7
2023-05-15T16:00,30,32.8
2023-05-15T17:00,14,27
2023-05-15T18:00,0,22.3
2023-05-15T19:00,0,19.8
2023-05-15T20:00,0,18.8
2023-05-15T21:00,0,20.5
2023-05-15T22:00,0,21.2
2023-05-15T23:00,0,20.8
2023-05-16T00:00,0,20.4
2023-05-16T01:00,0,21
2023-05-16T02:00,3,20.8
2023-05-16T03:00,0,19.2
2023-05-16T04:00,0,20.8
2023-05-16T05:00,0,20.5
2023-05-16T06:00,0,20.6
2023-05-16T07:00,0,14
2023-05-16T08:00,4,13.9
2023-05-16T09:00,21,17.4
2023-05-16T10:00,39,20.1
2023-05-16T11:00,26,20.9
2023-05-16T12:00,52,25
2023-05-16T13:00,58,25.2
2023-05-16T14:00,22,23.4
2023-05-16T15:00,9,23.4
2023-05-16T16:00,2,20.8
2023-05-16T17:00,0,17.5
2023-05-16T18:00,0,15.6
2023-05-16T19:00,0,14
2023-05-16T20:00,0,11.6
2023-05-16T21:00,4,9.8
2023-05-16T22:00,13,8.5
2023-05-16T23:00,16,8.4
2023-05-17T00:00,50,5.5
2023-05-17T01:00,100,5.6
2023-05-17T02:00,62,1.8
2023-05-17T03:00,44,1.1
2023-05-17T04:00,99,7.4
2023-05-17T05:00,97,11.1
2023-05-17T06:00,100,11.3
2023-05-17T07:00,100,6.8
2023-05-17T08:00,67,6.3
2023-05-17T09:00,100,3.4
2023-05-17T10:00,100,2.6
2023-05-17T11:00,100,9
2023-05-17T12:00,100,15.1
2023-05-17T13:00,100,17.2
2023-05-17T14:00,100,15.3
2023-05-17T15:00,97,15.3
2023-05-17T16:00,45,14.2
2023-05-17T17:00,40,11.9
2023-05-17T18:00,33,13.5
2023-05-17T19:00,31,15.9
2023-05-17T20:00,32,16.8
2023-05-17T21:00,38,16.8
2023-05-17T22:00,49,17.1
2023-05-17T23:00,95,17
2023-05-18T00:00,95,14.5
2023-05-18T01:00,91,14.5
2023-05-18T02:00,81,15.3
2023-05-18T03:00,57,14.8
2023-05-18T04:00,65,14.2
2023-05-18T05:00,29,13.6
2023-05-18T06:00,58,15.4
2023-05-18T07:00,49,10
2023-05-18T08:00,80,9.5
2023-05-18T09:00,38,8.7
2023-05-18T10:00,0,11.1
2023-05-18T11:00,39,9.7
2023-05-18T12:00,41,10.5
2023-05-18T13:00,50,10.8
2023-05-18T14:00,23,11.5
2023-05-18T15:00,31,13.9
2023-05-18T16:00,9,15.7
2023-05-18T17:00,12,15.9
2023-05-18T18:00,56,16
2023-05-18T19:00,59,17.6
2023-05-18T20:00,60,16.4
2023-05-18T21:00,58,16.4
2023-05-18T22:00,4,15.2
2023-05-18T23:00,43,14.5
2023-05-19T00:00,11,16.5
2023-05-19T01:00,23,15.9
2023-05-19T02:00,19,13.6
2023-05-19T03:00,27,11.4
2023-05-19T04:00,46,6.6
2023-05-19T05:00,52,5.7
2023-05-19T06:00,87,4.5
2023-05-19T07:00,90,5.1
2023-05-19T08:00,90,3.6
2023-05-19T09:00,83,5.8
2023-05-19T10:00,51,8.8
2023-05-19T11:00,71,9.6
2023-05-19T12:00,100,11.6
2023-05-19T13:00,88,13.2
2023-05-19T14:00,7,16.3
2023-05-19T15:00,1,17.9
2023-05-19T16:00,0,19.3
2023-05-19T17:00,0,20.9
2023-05-19T18:00,0,20.4
2023-05-19T19:00,0,21.6
2023-05-19T20:00,0,24.7
2023-05-19T21:00,0,26
2023-05-19T22:00,0,27.6
2023-05-19T23:00,0,26.2
2023-05-20T00:00,0,27
2023-05-20T01:00,0,27
2023-05-20T02:00,0,27.4
2023-05-20T03:00,0,27.4
2023-05-20T04:00,0,26.6
2023-05-20T05:00,0,26.7
2023-05-20T06:00,0,29.3
2023-05-20T07:00,0,23.8
2023-05-20T08:00,0,23.2
2023-05-20T09:00,0,23.4
2023-05-20T10:00,0,23.4
2023-05-20T11:00,0,24
2023-05-20T12:00,0,24.5
2023-05-20T13:00,0,25.7
2023-05-20T14:00,8,25.5
2023-05-20T15:00,7,25.7
2023-05-20T16:00,5,26.7
2023-05-20T17:00,3,26.8
2023-05-20T18:00,1,26.6
2023-05-20T19:00,0,27.6
2023-05-20T20:00,0,27.5
2023-05-20T21:00,0,27
2023-05-20T22:00,0,26.7
2023-05-20T23:00,0,26.2
2023-05-21T00:00,0,28
2023-05-21T01:00,0,27.5
2023-05-21T02:00,0,26.7
2023-05-21T03:00,0,26.4
2023-05-21T04:00,3,27.6
2023-05-21T05:00,0,28.3
2023-05-21T06:00,0,28.5
2023-05-21T07:00,0,22.3
2023-05-21T08:00,0,23.8
2023-05-21T09:00,0,24
2023-05-21T10:00,2,23
2023-05-21T11:00,1,22.5
2023-05-21T12:00,2,24.5
2023-05-21T13:00,0,26.5
2023-05-21T14:00,43,26.1
2023-05-21T15:00,75,25.2
2023-05-21T16:00,90,25.6
2023-05-21T17:00,93,25.7
2023-05-21T18:00,81,24.4
2023-05-21T19:00,21,23.7
2023-05-21T20:00,5,24.6
2023-05-21T21:00,100,24.2
2023-05-21T22:00,100,24.8
2023-05-21T23:00,100,25.3
2023-05-22T00:00,100,26.6
2023-05-22T01:00,100,28.1
2023-05-22T02:00,100,28.5
2023-05-22T03:00,34,27.6
2023-05-22T04:00,72,31.8
2023-05-22T05:00,100,30.6
2023-05-22T06:00,20,25.3
2023-05-22T07:00,1,25.6
2023-05-22T08:00,18,31
2023-05-22T09:00,90,35.6
2023-05-22T10:00,90,38
2023-05-22T11:00,90,35.1
2023-05-22T12:00,14,30.6
2023-05-22T13:00,9,33.1
2023-05-22T14:00,3,34.1
2023-05-22T15:00,0,32.4
2023-05-22T16:00,0,32.6
2023-05-22T17:00,0,34.3
2023-05-22T18:00,0,31.9
2023-05-22T19:00,0,31.1
2023-05-22T20:00,0,32.2
2023-05-22T21:00,0,32.5
2023-05-22T22:00,0,32.2
2023-05-22T23:00,0,30.1
2023-05-23T00:00,32,29.5
2023-05-23T01:00,2,29.5
2023-05-23T02:00,19,31.1
2023-05-23T03:00,36,30.7
2023-05-23T04:00,30,29.3
2023-05-23T05:00,30,30.6
2023-05-23T06:00,30,26.7
2023-05-23T07:00,37,27.4
2023-05-23T08:00,90,25.6
2023-05-23T09:00,85,25.6
2023-05-23T10:00,42,27.2
2023-05-23T11:00,2,25.9
2023-05-23T12:00,32,24.9
2023-05-23T13:00,18,22.4
2023-05-23T14:00,2,22.1
2023-05-23T15:00,5,20.1
2023-05-23T16:00,6,17
2023-05-23T17:00,12,12.6
2023-05-23T18:00,18,8.9
2023-05-23T19:00,5,6.9
2023-05-23T20:00,10,9.4
2023-05-23T21:00,10,9.4
2023-05-23T22:00,25,13
2023-05-23T23:00,33,16.2
2023-05-24T00:00,71,20.8
2023-05-24T01:00,37,20.7
2023-05-24T02:00,37,21.4
2023-05-24T03:00,38,20.3
2023-05-24T04:00,86,18.7
2023-05-24T05:00,86,17.8
2023-05-24T06:00,50,19.2
2023-05-24T07:00,34,14.8
2023-05-24T08:00,22,16.8
2023-05-24T09:00,3,17.4
2023-05-24T10:00,8,17.5
2023-05-24T11:00,35,16.9
2023-05-24T12:00,35,15.8
2023-05-24T13:00,96,14.5
2023-05-24T14:00,100,15.2
2023-05-24T15:00,100,15.3
2023-05-24T16:00,22,13.5
2023-05-24T17:00,13,11.9
2023-05-24T18:00,2,11.4
2023-05-24T19:00,0,13.2
2023-05-24T20:00,0,14
2023-05-24T21:00,0,12.2
2023-05-24T22:00,0,10.7
2023-05-24T23:00,2,8.9
2023-05-25T00:00,11,9.2
2023-05-25T01:00,11,11.5
2023-05-25T02:00,4,15
2023-05-25T03:00,31,15.5
2023-05-25T04:00,37,16.2
2023-05-25T05:00,57,15.8
2023-05-25T06:00,58,16.1
2023-05-25T07:00,90,16.8
2023-05-25T08:00,90,17.8
2023-05-25T09:00,90,16.6
2023-05-25T10:00,90,17.6
2023-05-25T11:00,90,19.5
2023-05-25T12:00,90,20.7
2023-05-25T13:00,90,21.3
2023-05-25T14:00,90,19.7
2023-05-25T15:00,71,17.2
2023-05-25T16:00,22,18.2
2023-05-25T17:00,7,19.6
2023-05-25T18:00,0,20.2
2023-05-25T19:00,0,20.1
2023-05-25T20:00,0,19.1
2023-05-25T21:00,0,20
2023-05-25T22:00,0,19.5
2023-05-25T23:00,0,19.2
2023-05-26T00:00,3,21.3
2023-05-26T01:00,8,21.4
2023-05-26T02:00,22,21.8
2023-05-26T03:00,21,22.2
2023-05-26T04:00,8,21.9
2023-05-26T05:00,31,21.3
2023-05-26T06:00,10,20.9
2023-05-26T07:00,28,21.1
2023-05-26T08:00,32,20.6
2023-05-26T09:00,45,20.2
2023-05-26T10:00,48,18.9
2023-05-26T11:00,38,17.9
2023-05-26T12:00,10,16.8
2023-05-26T13:00,17,19.4
2023-05-26T14:00,16,20.9
2023-05-26T15:00,3,21.6
2023-05-26T16:00,0,21.7
2023-05-26T17:00,0,21.9
2023-05-26T18:00,0,21.6
2023-05-26T19:00,0,21.3
2023-05-26T20:00,4,21.5
2023-05-26T21:00,2,21.7
2023-05-26T22:00,3,21.2
2023-05-26T23:00,13,19.2
2023-05-27T00:00,29,19.7
2023-05-27T01:00,24,19.4
2023-05-27T02:00,0,19.6
2023-05-27T03:00,0,20.6
2023-05-27T04:00,3,21
2023-05-27T05:00,28,20
2023-05-27T06:00,64,19.1
2023-05-27T07:00,66,18.9
2023-05-27T08:00,46,14.6
2023-05-27T09:00,50,13.1
2023-05-27T10:00,48,12
2023-05-27T11:00,27,10.5
2023-05-27T12:00,25,10.4
2023-05-27T13:00,13,10.4
2023-05-27T14:00,5,10.9
2023-05-27T15:00,3,13.3
2023-05-27T16:00,10,15.3
2023-05-27T17:00,19,14.2
2023-05-27T18:00,14,12.3
2023-05-27T19:00,4,11.9
2023-05-27T20:00,0,10.8
2023-05-27T21:00,0,9.7
2023-05-27T22:00,3,9.4
2023-05-27T23:00,5,11.3
2023-05-28T00:00,11,10.2
2023-05-28T01:00,29,8.2
2023-05-28T02:00,60,9.2
2023-05-28T03:00,94,11.5
2023-05-28T04:00,100,14.6
2023-05-28T05:00,30,17.9
2023-05-28T06:00,29,17.3
2023-05-28T07:00,26,12.3
2023-05-28T08:00,7,16.5
2023-05-28T09:00,13,17.9
2023-05-28T10:00,26,18.3
2023-05-28T11:00,30,19.2
2023-05-28T12:00,30,20.2
2023-05-28T13:00,30,21.2
2023-05-28T14:00,30,21.8
2023-05-28T15:00,53,24.4
2023-05-28T16:00,100,28
2023-05-28T17:00,100,31.8
2023-05-28T18:00,30,29.5
2023-05-28T19:00,0,31.9
2023-05-28T20:00,0,30.9
2023-05-28T21:00,0,29.8
2023-05-28T22:00,6,27.5
2023-05-28T23:00,26,26.6
2023-05-29T00:00,80,26
2023-05-29T01:00,99,25.5
2023-05-29T02:00,100,24.7
2023-05-29T03:00,100,24.2
2023-05-29T04:00,100,25.1
2023-05-29T05:00,100,24.6
2023-05-29T06:00,100,29.5
2023-05-29T07:00,100,30
2023-05-29T08:00,100,30.1
2023-05-29T09:00,100,29.9
2023-05-29T10:00,97,28.6
2023-05-29T11:00,71,27.5
2023-05-29T12:00,66,27.6
2023-05-29T13:00,80,28
2023-05-29T14:00,59,27
2023-05-29T15:00,32,27.8
2023-05-29T16:00,31,28.3
2023-05-29T17:00,11,28.6
2023-05-29T18:00,14,28.8
2023-05-29T19:00,13,28
2023-05-29T20:00,14,26.6
2023-05-29T21:00,51,25.3
2023-05-29T22:00,90,26.4
2023-05-29T23:00,90,26.7
2023-05-30T00:00,90,27.3
2023-05-30T01:00,90,27
2023-05-30T02:00,90,26
2023-05-30T03:00,66,25
2023-05-30T04:00,81,24.5
2023-05-30T05:00,90,24.9
2023-05-30T06:00,90,27.8
2023-05-30T07:00,90,30
2023-05-30T08:00,90,29
2023-05-30T09:00,90,28.6
2023-05-30T10:00,90,25.9
2023-05-30T11:00,90,27.2
2023-05-30T12:00,90,27.1
2023-05-30T13:00,90,27.5
2023-05-30T14:00,90,28.8
2023-05-30T15:00,90,30.1
2023-05-30T16:00,90,30.1
2023-05-30T17:00,90,31.9
2023-05-30T18:00,90,31.7
2023-05-30T19:00,89,32.4
2023-05-30T20:00,90,27.6
2023-05-30T21:00,90,27
2023-05-30T22:00,90,26.6
2023-05-30T23:00,90,24.5
2023-05-31T00:00,90,24.2
2023-05-31T01:00,90,23.4
2023-05-31T02:00,90,23.1
2023-05-31T03:00,90,23.1
2023-05-31T04:00,76,23.9
2023-05-31T05:00,86,24.2
2023-05-31T06:00,90,26.9
2023-05-31T07:00,65,24.2
2023-05-31T08:00,90,24.5
2023-05-31T09:00,90,25
2023-05-31T10:00,90,25
2023-05-31T11:00,90,25.2
2023-05-31T12:00,90,27
2023-05-31T13:00,90,26.2
2023-05-31T14:00,90,27
2023-05-31T15:00,90,26.6
2023-05-31T16:00,90,27.1
2023-05-31T17:00,90,27.2
2023-05-31T18:00,90,27.9
2023-05-31T19:00,90,28
2023-05-31T20:00,90,25.8
2023-05-31T21:00,90,24
2023-05-31T22:00,90,21.6
2023-05-31T23:00,90,20
2023-06-01T00:00,90,21.6
2023-06-01T01:00,90,21.9
2023-06-01T02:00,90,22.2
2023-06-01T03:00,86,22.4
2023-06-01T04:00,90,21
2023-06-01T05:00,90,22.1
2023-06-01T06:00,90,21.4
2023-06-01T07:00,90,21.7
2023-06-01T08:00,90,22.6
2023-06-01T09:00,90,23.2
2023-06-01T10:00,90,23.5
2023-06-01T11:00,90,23.9
2023-06-01T12:00,90,22.4
2023-06-01T13:00,90,24.5
2023-06-01T14:00,90,25.4
2023-06-01T15:00,90,26.1
2023-06-01T16:00,90,26.7
2023-06-01T17:00,90,29.1
2023-06-01T18:00,90,31.1
2023-06-01T19:00,90,31.5
2023-06-01T20:00,81,27.6
2023-06-01T21:00,87,26.9
2023-06-01T22:00,87,27
2023-06-01T23:00,75,26.3
2023-06-02T00:00,90,24.6
2023-06-02T01:00,83,26.3
2023-06-02T02:00,90,24.1
2023-06-02T03:00,90,23
2023-06-02T04:00,90,23.2
2023-06-02T05:00,90,25.5
2023-06-02T06:00,90,26.8
2023-06-02T07:00,74,27.4
2023-06-02T08:00,38,27.5
2023-06-02T09:00,17,27.6
2023-06-02T10:00,35,26.7
2023-06-02T11:00,90,28.7
2023-06-02T12:00,90,27.4
2023-06-02T13:00,90,27.3
2023-06-02T14:00,90,27.5
2023-06-02T15:00,90,26.9
2023-06-02T16:00,90,25.3
2023-06-02T17:00,70,24.3
2023-06-02T18:00,68,25
2023-06-02T19:00,43,24.3
2023-06-02T20:00,1,23.1
2023-06-02T21:00,4,24.1
2023-06-02T22:00,4,24.5
2023-06-02T23:00,2,23.4
2023-06-03T00:00,2,25.5
2023-06-03T01:00,2,25
2023-06-03T02:00,0,25.5
2023-06-03T03:00,2,25.9
2023-06-03T04:00,2,26.3
2023-06-03T05:00,0,25.5
2023-06-03T06:00,0,25.3
2023-06-03T07:00,0,22.9
2023-06-03T08:00,0,23
2023-06-03T09:00,0,22.7
2023-06-03T10:00,0,22.5
2023-06-03T11:00,0,22.5
2023-06-03T12:00,0,21.9
2023-06-03T13:00,0,22.7
2023-06-03T14:00,0,22.4
2023-06-03T15:00,0,21.9
2023-06-03T16:00,0,21.9
2023-06-03T17:00,0,20.7
2023-06-03T18:00,0,22.5
2023-06-03T19:00,0,22.8
2023-06-03T20:00,6,23.5
2023-06-03T21:00,25,23.3
2023-06-03T22:00,23,22.4
2023-06-03T23:00,28,20.6
2023-06-04T00:00,1,22.3
2023-06-04T01:00,0,22.3
2023-06-04T02:00,0,22.5
2023-06-04T03:00,0,22.9
2023-06-04T04:00,0,23.2
2023-06-04T05:00,6,23.4
2023-06-04T06:00,35,24.3
2023-06-04T07:00,24,20
2023-06-04T08:00,4,19.1
2023-06-04T09:00,1,18.6
2023-06-04T10:00,2,18.1
2023-06-04T11:00,3,18.6
2023-06-04T12:00,5,19.6
2023-06-04T13:00,1,20.6
2023-06-04T14:00,0,21.1
2023-06-04T15:00,11,21.7
2023-06-04T16:00,23,23
2023-06-04T17:00,9,23.3
2023-06-04T18:00,11,23.5
2023-06-04T19:00,16,22.6
2023-06-04T20:00,50,21.3
2023-06-04T21:00,90,21.4
2023-06-04T22:00,90,20.5
2023-06-04T23:00,90,19.8
2023-06-05T00:00,90,20
2023-06-05T01:00,90,18.9
2023-06-05T02:00,90,19.4
2023-06-05T03:00,90,16.9
2023-06-05T04:00,90,15.5
2023-06-05T05:00,90,16.4
2023-06-05T06:00,90,20.9
2023-06-05T07:00,90,20.5
2023-06-05T08:00,90,20.1
2023-06-05T09:00,90,17
2023-06-05T10:00,90,16.8
2023-06-05T11:00,90,16.7
2023-06-05T12:00,90,18.5
2023-06-05T13:00,90,20.3
2023-06-05T14:00,90,22.6
2023-06-05T15:00,90,22.9
2023-06-05T16:00,90,24.5
2023-06-05T17:00,90,27.2
2023-06-05T18:00,90,29
2023-06-05T19:00,90,28.7
2023-06-05T20:00,90,25.3
2023-06-05T21:00,90,24.5
2023-06-05T22:00,90,23.3
2023-06-05T23:00,90,23.8
2023-06-06T00:00,90,22
2023-06-06T01:00,90,22.5
2023-06-06T02:00,90,22.9
2023-06-06T03:00,90,23.1
2023-06-06T04:00,90,23.2
2023-06-06T05:00,90,25.7
2023-06-06T06:00,90,25.6
2023-06-06T07:00,90,26.3
2023-06-06T08:00,90,26.2
2023-06-06T09:00,90,25.2
2023-06-06T10:00,90,23.9
2023-06-06T11:00,90,23.5
2023-06-06T12:00,90,24
2023-06-06T13:00,90,22.9
2023-06-06T14:00,90,23.3
2023-06-06T15:00,90,23.3
2023-06-06T16:00,90,24.6
2023-06-06T17:00,90,23.3
2023-06-06T18:00,90,22.6
2023-06-06T19:00,90,22.4
2023-06-06T20:00,90,21.4
2023-06-06T21:00,90,18.9
2023-06-06T22:00,90,19.4
2023-06-06T23:00,90,18.1
2023-06-07T00:00,90,18
2023-06-07T01:00,89,18.1
2023-06-07T02:00,82,19.2
2023-06-07T03:00,88,19.8
2023-06-07T04:00,89,20.2
2023-06-07T05:00,90,19.6
2023-06-07T06:00,90,22.4
2023-06-07T07:00,90,20.3
2023-06-07T08:00,90,18.9
2023-06-07T09:00,90,18
2023-06-07T10:00,90,17.8
2023-06-07T11:00,40,18.7
2023-06-07T12:00,84,18.4
2023-06-07T13:00,90,19.6
2023-06-07T14:00,90,20.6
2023-06-07T15:00,90,22.2
2023-06-07T16:00,79,23.4
2023-06-07T17:00,90,24.9
2023-06-07T18:00,90,24.7
2023-06-07T19:00,82,25.3
2023-06-07T20:00,86,22.7
2023-06-07T21:00,51,23
2023-06-07T22:00,57,23.6
2023-06-07T23:00,67,22.1
2023-06-08T00:00,54,22.7
2023-06-08T01:00,49,22.4
2023-06-08T02:00,50,22.7
2023-06-08T03:00,60,23.5
2023-06-08T04:00,86,23.4
2023-06-08T05:00,75,23.2
2023-06-08T06:00,68,25.7
2023-06-08T07:00,83,24.5
2023-06-08T08:00,90,21.8
2023-06-08T09:00,77,20.8
2023-06-08T10:00,65,22.3
2023-06-08T11:00,50,23.5
2023-06-08T12:00,53,24.4
2023-06-08T13:00,8,24.5
2023-06-08T14:00,3,26.7
2023-06-08T15:00,2,27.5
2023-06-08T16:00,11,27.3
2023-06-08T17:00,1,26.6
2023-06-08T18:00,0,26.5
2023-06-08T19:00,23,26.5
2023-06-08T20:00,4,27.6
2023-06-08T21:00,11,29.4
2023-06-08T22:00,13,32
2023-06-08T23:00,0,32
2023-06-09T00:00,0,30.4
2023-06-09T01:00,0,31.4
2023-06-09T02:00,0,31.3
2023-06-09T03:00,0,29.4
2023-06-09T04:00,0,29.5
2023-06-09T05:00,2,28.2
2023-06-09T06:00,6,27.3
2023-06-09T07:00,10,26.5
2023-06-09T08:00,8,26.4
2023-06-09T09:00,12,25.9
2023-06-09T10:00,14,25.1
2023-06-09T11:00,24,25
2023-06-09T12:00,26,25.8
2023-06-09T13:00,20,25.8
2023-06-09T14:00,3,26.6
2023-06-09T15:00,0,27.7
2023-06-09T16:00,0,27.3
2023-06-09T17:00,0,24.9
2023-06-09T18:00,0,22
2023-06-09T19:00,0,19.6
2023-06-09T20:00,2,24.8
2023-06-09T21:00,2,26.6
2023-06-09T22:00,3,27
2023-06-09T23:00,2,26.1
2023-06-10T00:00,8,27
2023-06-10T01:00,19,25.3
2023-06-10T02:00,8,23.8
2023-06-10T03:00,4,23.8
2023-06-10T04:00,4,23.7
2023-06-10T05:00,0,23.5
2023-06-10T06:00,0,24.7
2023-06-10T07:00,0,20.6
2023-06-10T08:00,0,20.7
2023-06-10T09:00,0,22.2
2023-06-10T10:00,0,22.3
2023-06-10T11:00,0,22
2023-06-10T12:00,0,22.8
2023-06-10T13:00,0,23.8
2023-06-10T14:00,0,25.6
2023-06-10T15:00,0,24.1
2023-06-10T16:00,0,22.8
2023-06-10T17:00,0,22
2023-06-10T18:00,0,20.2
2023-06-10T19:00,0,26.4
2023-06-10T20:00,4,26.7
2023-06-10T21:00,5,25.9
2023-06-10T22:00,7,25.9
2023-06-10T23:00,8,24.7
2023-06-11T00:00,4,27.2
2023-06-11T01:00,4,23.9
2023-06-11T02:00,13,21.3
2023-06-11T03:00,16,20.1
2023-06-11T04:00,21,18.9
2023-06-11T05:00,0,16.8
2023-06-11T06:00,8,15
2023-06-11T07:00,21,13.7
2023-06-11T08:00,7,10.9
2023-06-11T09:00,17,11.9
2023-06-11T10:00,30,14.8
2023-06-11T11:00,30,18.4
2023-06-11T12:00,30,18
2023-06-11T13:00,30,19.2
2023-06-11T14:00,30,20.6
2023-06-11T15:00,30,19.8
2023-06-11T16:00,30,19.8
2023-06-11T17:00,30,17.7
2023-06-11T18:00,29,15.3
2023-06-11T19:00,7,18.5
2023-06-11T20:00,20,17.9
2023-06-11T21:00,23,17.8
2023-06-11T22:00,2,17.9
2023-06-11T23:00,2,17
